# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType	Bases affected (DOWNSTREAM)	Total score (DOWNSTREAM)	Length (DOWNSTREAM)	Bases affected (EXON)	Total score (EXON)	Length (EXON)	Bases affected (GENE)	Total score (GENE)	Length (GENE)	Bases affected (INTRON)	Total score (INTRON)	Length (INTRON)	Bases affected (SPLICE_SITE_ACCEPTOR)	Total score (SPLICE_SITE_ACCEPTOR)	Length (SPLICE_SITE_ACCEPTOR)	Bases affected (SPLICE_SITE_DONOR)	Total score (SPLICE_SITE_DONOR)	Length (SPLICE_SITE_DONOR)	Bases affected (SPLICE_SITE_REGION)	Total score (SPLICE_SITE_REGION)	Length (SPLICE_SITE_REGION)	Bases affected (UPSTREAM)	Total score (UPSTREAM)	Length (UPSTREAM)	Bases affected (UTR_3_PRIME)	Total score (UTR_3_PRIME)	Length (UTR_3_PRIME)	Bases affected (UTR_5_PRIME)	Total score (UTR_5_PRIME)	Length (UTR_5_PRIME)	Count (DOWNSTREAM)	Count (EXON)	Count (INTRON)	Count (NON_SYNONYMOUS_CODING)	Count (NON_SYNONYMOUS_START)	Count (SPLICE_SITE_ACCEPTOR)	Count (SPLICE_SITE_DONOR)	Count (SPLICE_SITE_REGION)	Count (START_GAINED)	Count (START_LOST)	Count (STOP_GAINED)	Count (STOP_LOST)	Count (SYNONYMOUS_CODING)	Count (SYNONYMOUS_STOP)	Count (UPSTREAM)	Count (UTR_3_PRIME)	Count (UTR_5_PRIME)
NRSN2	NRSN2	mRNA	6	0	5000	0	0	2386	6	0	8143	5	0	5757	0	0	6	0	0	6	0	0	0	14	0	5000	1	0	1233	0	0	538	6	0	5	0	0	0	0	0	0	0	0	0	0	0	14	1	0
NRTN	NRTN	mRNA	9	0	5000	0	0	1104	11	0	4518	9	0	3414	0	0	2	0	0	2	0	0	0	23	0	5000	0	0	151	2	0	359	9	0	9	0	0	0	0	0	0	0	0	0	0	0	23	0	2
NRXN1	NRXN1	mRNA	8	0	5000	3	0	10626	3605	0	1114032	3592	0	1103406	0	0	46	0	0	50	0	0	0	28	0	10000	4	0	3439	9	0	2284	8	0	3592	0	0	0	0	0	2	0	0	0	3	0	28	4	9
NRXN2	NRXN2	mRNA	9	0	5000	1	0	7400	165	0	117015	164	0	109615	0	0	44	0	0	48	0	0	0	14	0	10000	0	0	1022	0	0	974	9	0	164	0	0	0	0	0	0	0	0	0	1	0	14	0	0
NRXN3	NRXN3	mRNA	22	0	5000	14	0	14380	4861	0	1697918	4848	0	1683538	0	0	44	0	0	48	1	0	0	49	0	15000	6	0	6326	0	0	1463	22	14	4848	0	0	0	0	1	0	0	0	0	4	0	49	6	0
NS3BP	NS3BP	Non-coding_transcript	15	0	5000	5	0	1302	0	0	1302	0	0	0	0	0	0	0	0	0	0	0	0	14	0	5000	0	0	0	0	0	0	15	5	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
NSA2	NSA2	mRNA	7	0	5000	4	0	1503	19	0	9922	16	0	8419	0	0	12	0	0	12	0	0	0	11	0	5000	0	0	261	2	0	370	7	4	16	0	0	0	0	0	0	0	0	0	2	0	11	0	2
NSD1	NSD1	mRNA	5	0	5000	7	0	13059	231	0	167135	220	0	154076	0	0	46	0	0	48	0	0	0	7	0	5753	4	0	4754	0	0	281	5	0	220	3	0	0	0	0	0	0	0	0	4	0	7	4	0
NSDHL	NSDHL	mRNA	11	0	5000	1	0	1630	35	0	38397	34	0	36767	0	0	16	0	0	16	0	0	0	5	0	5000	0	0	247	0	0	261	11	0	34	0	0	0	0	0	0	0	0	0	1	0	5	0	0
NSF	NSF	mRNA	0	0	5000	0	0	1578	0	0	114407	0	0	112829	0	0	24	0	0	24	0	0	0	0	0	5000	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSF.2	NSF	mRNA	10	0	5000	0	0	3985	81	0	166794	81	0	162809	0	0	40	0	0	42	0	0	0	0	0	5000	0	0	1639	0	0	107	10	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSFL1C	NSFL1C	mRNA	13	0	5000	7	0	3574	35	0	25531	28	0	21957	0	0	20	0	0	18	0	0	0	12	0	5000	5	0	1587	1	0	868	13	7	28	1	0	0	0	0	0	0	0	0	0	0	12	5	1
NSFP1	NSFP1	Non-coding_transcript	0	0	5000	0	0	587	0	0	50285	0	0	49698	0	0	12	0	0	12	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSFP1.2	NSFP1	Non-coding_transcript	0	0	5000	0	0	587	0	0	49941	0	0	49354	0	0	12	0	0	12	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSFP1.3	NSFP1	Non-coding_transcript	0	0	5000	0	0	587	0	0	50293	0	0	49706	0	0	12	0	0	12	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSFP1.4	NSFP1	Non-coding_transcript	0	0	5000	0	0	587	0	0	49927	0	0	49340	0	0	12	0	0	12	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSG1	NSG1	mRNA	20	0	5000	0	0	2806	98	0	32803	91	0	29997	0	0	12	0	0	10	0	0	0	17	0	5707	6	0	1623	1	0	678	20	0	91	0	0	0	0	0	0	0	0	0	0	0	17	6	1
NSL1	NSL1	mRNA	12	0	5000	2	0	13220	214	0	65645	180	0	52425	0	0	12	0	0	12	0	0	0	18	0	5000	33	0	12544	0	0	34	12	0	180	2	0	0	0	0	0	0	0	0	0	0	18	33	0
NSMAF	NSMAF	mRNA	9	0	5000	3	0	3782	296	0	76341	290	0	72559	0	0	60	0	0	62	0	0	0	21	0	5438	3	0	601	0	0	275	9	0	290	2	0	0	0	0	0	0	0	0	1	0	21	3	0
NSMCE1	NSMCE1	mRNA	7	0	5000	3	0	1062	94	0	43799	96	0	42737	0	0	14	0	0	14	1	0	0	15	0	5000	1	0	163	0	0	98	7	0	96	2	0	0	0	1	0	0	0	0	1	0	15	1	0
NSMCE2	NSMCE2	mRNA	15	0	5000	0	0	1212	553	0	275285	553	0	274073	0	0	14	0	0	14	0	0	0	19	0	5000	0	0	240	0	0	228	15	0	553	0	0	0	0	0	0	0	0	0	0	0	19	0	0
NSMCE4A	NSMCE4A	mRNA	11	0	5000	1	0	1405	30	0	18141	28	0	16736	0	0	22	0	0	20	1	0	0	9	0	5000	1	0	184	0	0	63	11	0	28	1	0	0	0	1	0	0	0	0	0	0	9	1	0
NSMF	NSMF	mRNA	2	0	5000	0	0	3654	10	0	11764	8	0	8110	0	0	32	0	0	32	0	0	0	8	0	5000	2	0	1823	0	0	232	2	0	8	0	0	0	0	0	0	0	0	0	0	0	8	2	0
NSRP1	NSRP1	mRNA	7	0	5000	2	0	2515	110	0	69669	106	0	67154	0	0	12	0	0	12	0	0	0	1	0	5000	2	0	801	0	0	105	7	0	106	0	0	0	0	0	0	0	0	0	2	0	1	2	0
NSUN2	NSUN2	mRNA	34	0	5000	6	0	3372	144	0	34122	139	0	30750	0	0	36	0	0	36	1	0	0	31	0	5000	2	0	687	0	0	381	34	5	139	1	0	0	0	1	0	0	0	0	3	0	31	2	0
NSUN3	NSUN3	mRNA	5	0	5000	0	0	1435	67	0	63776	67	0	62341	0	0	10	0	0	10	0	0	0	5	0	5000	0	0	296	0	0	116	5	0	67	0	0	0	0	0	0	0	0	0	0	0	5	0	0
NSUN4	NSUN4	mRNA	21	0	5000	19	0	5799	135	0	24976	119	0	19177	0	0	12	0	0	16	0	0	0	11	0	6001	11	0	3306	7	0	1392	21	19	119	3	0	0	0	0	1	0	0	0	2	0	11	11	7
NSUN5	NSUN5	mRNA	0	0	5000	1	0	2447	5	0	6352	4	0	3905	0	0	22	0	0	18	0	0	0	5	0	5000	0	0	1080	0	0	77	0	0	4	0	0	0	0	0	0	0	0	0	1	0	5	0	0
NSUN5P1	NSUN5P1	Non-coding_transcript	2	0	5000	0	0	2048	0	0	6467	0	0	4419	0	0	20	0	0	20	0	0	0	0	0	5000	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSUN5P2	NSUN5P2	Non-coding_transcript	0	0	5000	0	0	1767	0	0	6471	0	0	4704	0	0	20	0	0	20	0	0	0	0	0	5000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSUN6	NSUN6	mRNA	3	0	5000	1	0	2426	202	0	106287	200	0	103861	0	0	20	0	0	20	0	0	0	10	0	5000	0	0	598	1	0	418	3	0	200	1	0	0	0	0	1	0	0	0	0	0	10	0	1
NSUN7	NSUN7	mRNA	7	0	5000	6	0	3698	129	0	60089	122	0	56391	0	0	22	0	0	22	0	0	0	8	0	5000	1	0	1046	0	0	495	7	0	122	4	0	0	0	0	0	0	0	0	2	0	8	1	0
NT5C	NT5C	Non-coding_transcript	9	0	5000	0	0	1037	1	0	1571	1	0	534	0	0	12	0	0	10	0	0	0	3	0	5000	0	0	263	0	0	88	9	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
NT5C1A	NT5C1A	mRNA	15	0	5000	1	0	1107	23	0	12918	22	0	11811	0	0	10	0	0	10	0	0	0	18	0	5000	0	0	0	0	0	0	15	0	22	1	0	0	0	0	0	0	0	0	0	0	18	0	0
NT5C1B	NT5C1B	mRNA	7	0	5000	0	0	2927	0	0	26710	0	0	23783	0	0	20	0	0	22	1	0	0	11	0	5000	2	0	925	0	0	112	7	0	0	0	0	0	0	1	0	0	0	0	0	0	11	2	0
NT5C1B-RDH14	NT5C1B-RDH14	mRNA	10	0	5000	2	0	2988	60	0	34858	58	0	31870	0	0	20	0	0	22	0	0	0	0	0	5000	0	0	1061	0	0	112	10	0	58	0	0	0	0	0	0	0	0	0	2	0	0	0	0
NT5C2	NT5C2	mRNA	7	0	5000	2	0	3534	213	0	105290	205	0	101756	0	0	36	0	0	36	0	0	0	8	0	5000	6	0	1655	0	0	193	7	0	205	1	0	0	0	0	0	0	0	0	1	0	8	6	0
NT5C3A	NT5C3A	mRNA	16	0	5000	1	0	2140	148	0	48685	147	0	46545	0	0	20	0	0	22	1	0	0	25	0	10000	0	0	617	0	0	665	16	0	147	0	0	0	0	1	0	0	0	0	1	0	25	0	0
NT5C3B	NT5C3B	mRNA	9	0	5000	5	0	1646	30	0	11190	25	0	9544	0	0	16	0	0	18	0	0	0	7	0	5035	1	0	441	0	0	78	9	5	25	2	0	0	0	0	0	0	0	0	2	0	7	1	0
NT5DC1	NT5DC1	mRNA	9	0	5000	0	0	3129	286	0	144855	281	0	141726	0	0	22	0	0	22	0	0	0	19	0	5000	5	0	1666	0	0	95	9	0	281	0	0	0	0	0	0	0	0	0	0	0	19	5	0
NT5DC2	NT5DC2	mRNA	7	0	5000	2	0	2360	24	0	10709	21	0	8349	0	0	26	0	0	28	0	0	0	7	0	6300	0	0	101	1	0	464	7	0	21	2	0	0	0	0	0	0	0	0	0	0	7	0	1
NT5DC3	NT5DC3	mRNA	16	0	5000	2	0	7214	230	0	68895	207	0	61681	0	0	26	0	0	26	0	0	0	26	0	5000	21	0	5526	0	0	41	16	0	207	0	0	0	0	0	0	0	0	0	2	0	26	21	0
NT5E	NT5E	mRNA	12	0	5000	5	0	4068	74	0	46208	66	0	42140	0	0	16	0	0	16	1	0	0	22	0	5000	3	0	1787	0	0	556	12	0	66	3	0	0	0	1	0	0	0	0	2	0	22	3	0
NT5M	NT5M	mRNA	27	0	5000	0	0	1588	122	0	44298	121	0	42710	0	0	8	0	0	8	0	0	0	12	0	5000	1	0	716	0	0	185	27	0	121	0	0	0	0	0	0	0	0	0	0	0	12	1	0
NTAN1	NTAN1	mRNA	10	0	5000	3	0	1219	0	0	18227	0	0	17008	0	0	18	0	0	18	0	0	0	11	0	5000	0	0	178	0	0	320	10	0	0	2	0	0	0	0	0	0	0	0	1	0	11	0	0
NTF3	NTF3	mRNA	14	0	5000	3	0	1397	155	0	63186	152	0	61789	0	0	2	0	0	2	0	0	0	18	0	10000	0	0	311	0	0	294	14	0	152	1	0	0	0	0	0	0	0	0	2	0	18	0	0
NTF4	NTF4	mRNA	9	0	5000	0	0	999	0	0	2728	0	0	1729	0	0	2	0	0	2	0	0	0	10	0	5000	0	0	225	0	0	141	9	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
NTHL1	NTHL1	mRNA	7	0	5000	0	0	1067	6	0	8052	6	0	6985	0	0	10	0	0	10	0	0	0	3	0	5000	0	0	109	0	0	19	7	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0
NTM	NTM	mRNA	22	0	10000	1	0	4185	3105	0	966346	3102	0	962161	0	0	16	0	0	16	0	0	0	26	0	10000	2	0	2023	1	0	995	22	0	3102	0	0	0	0	0	1	0	0	0	1	0	26	2	1
NTM-IT	NTM-IT	Non-coding_transcript	9	0	5000	0	0	764	0	0	4158	0	0	3394	0	0	4	0	0	4	0	0	0	15	0	5000	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
NTMT1	NTMT1	mRNA	15	0	5000	0	0	2063	96	0	27248	94	0	25185	0	0	6	0	0	18	0	0	0	54	0	15291	0	0	816	2	0	826	15	0	94	0	0	0	0	0	0	0	0	0	0	0	54	0	2
NTN1	NTN1	mRNA	17	0	5000	0	0	5954	688	0	222459	678	0	216505	0	0	12	0	0	12	2	0	0	10	0	5000	10	0	4032	0	0	107	17	0	678	0	0	0	0	2	0	0	0	0	0	0	10	10	0
NTN3	NTN3	mRNA	1	0	5000	0	0	1986	0	0	2647	0	0	661	0	0	10	0	0	10	0	0	0	0	0	5000	0	0	40	0	0	203	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTN4	NTN4	mRNA	16	0	5000	2	0	3615	419	0	132954	412	0	129339	0	0	18	0	0	18	0	0	0	14	0	5000	5	0	1279	0	0	449	16	0	412	0	0	0	0	0	0	0	0	0	2	0	14	5	0
NTN5	NTN5	mRNA	10	0	5000	0	0	1836	0	0	11601	0	0	9765	0	0	12	0	0	12	0	0	0	14	0	5000	0	0	270	0	0	96	10	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
NTNG1	NTNG1	mRNA	9	0	5000	2	0	3477	788	0	341847	783	0	338370	0	0	18	0	0	18	1	0	0	7	0	5116	1	0	1013	3	0	718	9	0	783	0	0	0	0	1	1	0	0	0	2	0	7	1	3
NTNG2	NTNG2	mRNA	22	0	5000	3	0	3091	208	0	80887	205	0	77796	0	0	14	0	0	14	0	0	0	11	0	5000	0	0	722	0	0	776	22	0	205	0	0	0	0	0	0	0	0	0	3	0	11	0	0
NTPCR	NTPCR	mRNA	8	0	5000	1	0	902	68	0	27850	65	0	26948	0	0	8	0	0	8	1	0	0	18	0	5000	0	0	242	2	0	87	8	0	65	0	0	0	0	1	0	0	0	0	1	0	18	0	2
NTRK1	NTRK1	mRNA	15	0	5000	3	0	2857	143	0	66101	139	0	63244	0	0	34	0	0	36	1	0	0	12	0	10000	0	0	208	1	0	136	15	0	139	0	0	0	0	1	0	0	0	0	3	0	12	0	1
NTRK2	NTRK2	mRNA	25	0	15000	0	0	16883	760	0	355040	758	0	338157	0	0	44	0	0	40	0	0	0	10	0	6160	18	0	13361	1	0	938	25	0	758	0	0	0	0	0	0	0	0	0	0	0	10	18	1
NTRK3	NTRK3	mRNA	15	0	10000	2	0	5238	907	0	379975	905	0	374737	0	0	42	0	0	40	0	0	0	6	0	5000	4	0	2158	0	0	306	15	0	905	0	0	0	0	0	0	0	0	0	2	0	6	4	0
NTRK3-AS1	NTRK3-AS1	Non-coding_transcript	5	0	5000	3	0	2663	13	0	18337	12	0	15674	0	0	6	1	0	6	0	0	0	5	0	5000	0	0	0	0	0	0	5	3	12	0	0	0	1	0	0	0	0	0	0	0	5	0	0
NTS	NTS	mRNA	21	0	5000	0	0	1239	23	0	8698	20	0	7459	0	0	6	0	0	6	0	0	0	17	0	5000	0	0	617	3	0	109	21	0	20	0	0	0	0	0	0	0	0	0	0	0	17	0	3
NTSR1	NTSR1	mRNA	15	0	5000	2	0	4132	158	0	53935	148	0	49803	0	0	6	0	0	6	0	0	0	21	0	5000	8	0	2504	0	0	371	15	0	148	1	0	0	0	0	0	0	0	0	1	0	21	8	0
NTSR2	NTSR2	mRNA	20	0	5000	1	0	1608	13	0	12026	11	0	10418	0	0	6	0	0	6	0	0	0	16	0	5000	1	0	301	0	0	74	20	0	11	1	0	0	0	0	0	0	0	0	0	0	16	1	0
NUAK1	NUAK1	mRNA	16	0	5000	2	0	6821	227	0	76687	214	0	69866	0	0	12	0	0	12	0	0	0	21	0	5000	10	0	3455	1	0	1380	16	0	214	1	0	0	0	0	0	0	0	0	1	0	21	10	1
NUAK2	NUAK2	mRNA	14	0	5000	6	0	3401	57	0	19693	48	0	16292	0	0	12	0	0	12	1	0	0	26	0	5000	3	0	1387	0	0	127	14	0	48	1	0	0	0	1	0	0	0	0	5	0	26	3	0
NUB1	NUB1	mRNA	12	0	5000	2	0	3173	121	0	36702	113	0	33529	0	0	28	0	0	30	1	0	0	18	0	5000	6	0	1237	0	0	16	12	0	113	0	0	0	0	1	0	0	0	0	2	0	18	6	0
NUBP1	NUBP1	mRNA	18	0	5000	0	0	1287	56	0	25566	67	0	24279	0	0	20	0	0	20	0	0	0	17	0	5000	2	0	246	0	0	78	18	0	67	0	0	0	0	0	0	0	0	0	0	0	17	2	0
NUBP2	NUBP2	mRNA	6	0	5000	5	0	1581	24	0	6269	20	0	4688	0	0	16	0	0	14	0	0	0	7	0	5000	3	0	477	2	0	557	6	4	20	2	0	0	0	0	0	0	0	0	2	0	7	3	2
NUBPL	NUBPL	mRNA	23	0	5000	0	0	3403	935	0	299839	926	0	296436	0	0	20	0	0	24	0	0	0	38	0	15000	9	0	2043	2	0	433	23	0	926	0	0	0	0	0	0	0	0	0	0	0	38	9	2
NUCB1	NUCB1	mRNA	10	0	5000	1	0	2579	88	0	23234	83	0	20655	0	0	24	0	0	24	2	0	0	18	0	5000	4	0	859	0	0	334	10	0	83	1	0	0	0	2	0	0	0	0	0	0	18	4	0
NUCB1-AS1	NUCB1-AS1	Non-coding_transcript	17	0	5000	1	0	433	0	0	7962	0	0	7529	0	0	2	0	0	2	0	0	0	18	0	5000	0	0	0	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
NUCB2	NUCB2	mRNA	10	0	5000	1	0	1612	117	0	54785	116	0	53173	0	0	26	1	0	26	0	0	0	16	0	5000	0	0	104	0	0	245	10	0	116	1	0	0	1	0	0	0	0	0	0	0	16	0	0
NUCKS1	NUCKS1	mRNA	11	0	5000	0	0	6464	77	0	37426	68	0	30962	0	0	12	0	0	12	0	0	0	14	0	5000	9	0	5461	0	0	271	11	0	68	0	0	0	0	0	0	0	0	0	0	0	14	9	0
NUDC	NUDC	mRNA	2	0	5000	0	0	1813	46	0	25150	45	0	23337	0	0	16	0	0	16	0	0	0	4	0	5000	1	0	690	0	0	127	2	0	45	0	0	0	0	0	0	0	0	0	0	0	4	1	0
NUDCD1	NUDCD1	mRNA	8	0	5000	1	0	4082	179	0	93203	175	0	89121	0	0	18	0	0	20	0	0	0	23	0	9188	3	0	2090	0	0	209	8	0	175	1	0	0	0	0	0	0	0	0	0	0	23	3	0
NUDCD2	NUDCD2	mRNA	8	0	5000	0	0	948	11	0	6558	11	0	5610	0	0	6	0	0	6	0	0	0	9	0	5000	0	0	387	0	0	87	8	0	11	0	0	0	0	0	0	0	0	0	0	0	9	0	0
NUDCD3	NUDCD3	mRNA	14	0	5000	1	0	4917	200	0	108421	193	0	103504	0	0	10	0	0	10	0	0	0	10	0	5000	6	0	3645	0	0	186	14	0	193	1	0	0	0	0	0	0	0	0	0	0	10	6	0
NUDT1	NUDT1	mRNA	0	0	5000	2	0	838	17	0	8924	28	0	8086	0	0	8	0	0	12	0	0	0	10	0	5683	0	0	144	0	0	166	0	0	28	1	0	0	0	0	0	0	0	0	1	0	10	0	0
NUDT10	NUDT10	mRNA	4	0	5000	0	0	2001	3	0	5295	2	0	3294	0	0	4	0	0	4	0	0	0	7	0	5000	0	0	1286	1	0	220	4	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	1
NUDT11	NUDT11	mRNA	4	0	5000	0	0	2396	3	0	6597	3	0	4201	0	0	2	0	0	2	0	0	0	8	0	5000	0	0	1738	0	0	163	4	0	3	0	0	0	0	0	0	0	0	0	0	0	8	0	0
NUDT12	NUDT12	mRNA	10	0	5000	3	0	3488	34	0	13935	23	0	10447	0	0	12	0	0	12	0	0	0	4	0	5000	8	0	2006	0	0	93	10	0	23	0	0	0	0	0	0	0	0	0	3	0	4	8	0
NUDT13	NUDT13	mRNA	13	0	5000	2	0	2296	49	0	21454	47	0	19158	0	0	20	0	0	18	0	0	0	13	0	5000	2	0	1164	0	0	778	13	2	47	0	0	0	0	0	0	0	0	0	0	0	13	2	0
NUDT14	NUDT14	mRNA	12	0	5000	0	0	867	18	0	8387	18	0	7520	0	0	8	0	0	8	0	0	0	11	0	5000	0	0	84	0	0	114	12	0	18	0	0	0	0	0	0	0	0	0	0	0	11	0	0
NUDT15	NUDT15	mRNA	14	0	5000	0	0	2022	15	0	9580	14	0	7558	0	0	4	0	0	4	0	0	0	9	0	5000	1	0	1347	0	0	180	14	0	14	0	0	0	0	0	0	0	0	0	0	0	9	1	0
NUDT16	NUDT16	mRNA	12	0	10000	3	0	6777	1	0	7160	0	0	383	0	0	6	0	0	8	0	0	0	15	0	5110	3	0	5695	0	0	115	12	3	0	0	0	0	0	0	0	0	0	0	0	0	15	3	0
NUDT16L1	NUDT16L1	mRNA	14	0	5000	0	0	1420	0	0	2167	0	0	747	0	0	4	0	0	6	0	0	0	6	0	5000	0	0	807	0	0	34	14	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
NUDT16P1	NUDT16P1	Non-coding_transcript	9	0	5000	14	0	2364	0	0	3278	0	0	914	0	0	4	0	0	4	0	0	0	24	0	5029	0	0	0	0	0	0	9	14	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
NUDT17	NUDT17	mRNA	3	0	5000	1	0	1091	0	0	2943	0	0	1852	0	0	14	0	0	14	0	0	0	7	0	5000	0	0	96	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0
NUDT18	NUDT18	mRNA	3	0	5000	1	0	1519	0	0	2550	2	0	1031	0	0	6	0	0	6	0	0	0	12	0	5000	3	0	428	0	0	119	3	0	2	1	0	0	0	0	0	0	0	0	0	0	12	3	0
NUDT19	NUDT19	mRNA	8	0	5000	0	0	2967	53	0	21836	51	0	18869	0	0	4	0	0	4	0	0	0	8	0	5000	2	0	1839	0	0	0	8	0	51	0	0	0	0	0	0	0	0	0	0	0	8	2	0
NUDT2	NUDT2	mRNA	5	0	5000	0	0	1075	33	0	14208	33	0	13133	0	0	10	0	0	8	1	0	0	8	0	5000	0	0	273	1	0	358	5	0	33	0	0	0	0	1	1	0	0	0	0	0	8	0	1
NUDT21	NUDT21	mRNA	9	0	5000	1	0	4407	26	0	22214	18	0	17807	0	0	12	0	0	12	0	0	0	5	0	5000	7	0	3576	0	0	147	9	0	18	0	0	0	0	0	0	0	0	0	1	0	5	7	0
NUDT22	NUDT22	mRNA	4	0	5000	3	0	1126	0	0	3759	3	0	2633	0	0	10	0	0	12	0	0	0	7	0	5016	0	0	26	0	0	188	4	0	3	3	0	0	0	0	0	0	0	0	0	0	7	0	0
NUDT3	NUDT3	mRNA	0	0	5000	0	0	2394	0	0	105485	0	0	103091	0	0	8	0	0	8	0	0	0	2	0	5000	0	0	1557	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
NUDT4	NUDT4	mRNA	0	0	5000	0	0	4813	53	0	25324	47	0	20511	0	0	10	0	0	8	0	0	0	0	0	5000	6	0	3869	0	0	398	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	6	0
NUDT4P1	NUDT4P1	Non-coding_transcript	16	0	5000	0	0	3796	0	0	24307	0	0	20511	0	0	8	0	0	8	0	0	0	0	0	5000	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDT4P2	NUDT4P2	Non-coding_transcript	0	0	5000	0	0	3833	0	0	24344	0	0	20511	0	0	8	0	0	8	0	0	0	8	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
NUDT5	NUDT5	mRNA	3	0	5000	0	0	1204	62	0	28571	64	0	27367	0	0	18	0	0	18	0	0	0	11	0	5000	0	0	128	0	0	416	3	0	64	0	0	0	0	0	0	0	0	0	1	0	11	0	0
NUDT6	NUDT6	mRNA	14	0	5000	4	0	1373	101	0	30361	99	0	28988	0	0	8	0	0	10	0	0	0	22	0	5398	0	0	184	2	0	507	14	0	99	3	0	0	0	0	0	0	0	0	1	0	22	0	2
NUDT7	NUDT7	mRNA	14	0	5000	5	0	1326	114	0	19769	113	0	18443	0	0	10	0	0	10	2	0	0	25	0	5000	1	0	608	0	0	91	14	0	113	5	0	0	0	2	0	0	0	0	0	0	25	1	0
NUDT8	NUDT8	mRNA	10	0	5001	2	0	816	0	0	2000	0	0	1184	0	0	6	0	0	6	0	0	0	11	0	5000	2	0	367	0	0	26	10	0	0	0	0	0	0	0	0	0	0	0	2	0	11	2	0
NUDT9	NUDT9	mRNA	17	0	5000	2	0	2816	91	0	36879	86	0	34063	0	0	14	0	0	16	0	0	0	25	0	5021	5	0	1433	0	0	373	17	0	86	1	0	0	0	0	0	0	0	0	1	0	25	5	0
NUDT9P1	NUDT9P1	Non-coding_transcript	17	0	5000	3	0	1077	3	0	1077	0	0	0	0	0	0	0	0	0	0	0	0	19	0	5000	0	0	0	0	0	0	17	3	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
NUF2	NUF2	mRNA	14	0	5000	3	0	1989	137	0	33831	134	0	31842	0	0	26	0	0	28	1	0	0	15	0	5000	0	0	294	0	0	300	14	0	134	2	0	0	0	1	0	0	0	0	1	0	15	0	0
NUFIP1	NUFIP1	mRNA	5	0	5000	1	0	3487	49	0	50230	48	0	46743	0	0	18	0	0	18	0	0	0	5	0	5000	0	0	1957	0	0	42	5	0	48	0	0	0	0	0	0	0	0	0	1	0	5	0	0
NUFIP2	NUFIP2	mRNA	10	0	5000	1	0	10880	60	0	38313	54	0	27433	0	0	6	0	0	6	0	0	0	10	0	5000	5	0	8703	0	0	89	10	0	54	0	0	0	0	0	0	0	0	0	1	0	10	5	0
NUGGC	NUGGC	mRNA	22	0	5000	9	0	3887	188	0	61908	174	0	58021	0	0	36	0	0	36	0	0	0	12	0	5000	4	0	1353	1	0	143	22	0	174	5	0	0	0	0	0	0	0	0	4	0	12	4	1
NUMA1	NUMA1	mRNA	0	0	5000	10	0	7585	152	0	77830	146	0	70245	0	0	55	0	0	56	0	0	0	9	0	5219	5	0	663	0	0	436	0	6	146	2	0	0	0	0	0	0	0	0	3	0	9	5	0
NUMB	NUMB	mRNA	7	0	5000	3	0	3644	426	0	183369	419	0	179725	0	0	24	0	0	24	0	0	0	6	0	5000	4	0	1368	0	0	320	7	0	419	1	0	0	0	0	0	0	0	0	2	0	6	4	0
NUMBL	NUMBL	mRNA	9	0	5000	3	0	3649	53	0	24752	48	0	21103	0	0	18	0	0	20	0	0	0	9	0	5536	2	0	1561	0	0	296	9	0	48	1	0	0	0	0	0	0	0	0	2	0	9	2	0
